Taxon	C4.1.A	C4.1.Ce	C4.1.DC	C4.1.IL	C4.1.MC	C4.1.PC	C4.3.A	C4.3.Ce	C4.3.DC	C4.3.IL	C4.3.MC	C4.3.PC
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Other	0.0	0.0	0.00432198811453	0.00111265646732	0.0	0.00430210325048	0.00117096018735	0.000721240533718	0.000937207122774	0.00153022188217	0.0125679347826	0.000658327847268
Bacteria;Firmicutes;Bacilli;Lactobacillales;Other;Other	0.00217108119844	0.00380641653072	0.00918422474338	0.00305980528512	0.00831600831601	0.00884321223709	0.00526932084309	0.0061305445366	0.00656044985942	0.00726855394032	0.00747282608696	0.00592495062541
Bacteria;Firmicutes;Bacilli;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000468603561387	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium	0.0	0.0	0.0	0.0	0.0	0.0	0.00117096018735	0.00216372160115	0.00562324273664	0.021805661821	0.00747282608696	0.00460829493088
Bacteria;Firmicutes;Clostridia;Clostridiales;Incertae Sedis XIV;Blautia	0.000434216239687	0.00163132137031	0.0	0.0	0.0	0.000239005736138	0.000585480093677	0.0	0.0	0.0	0.0	0.000329163923634
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea	0.00521059487625	0.00271886895052	0.00108049702863	0.0	0.00363825363825	0.000956022944551	0.0076112412178	0.00432744320231	0.000937207122774	0.000382555470543	0.00271739130435	0.00263331138907
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Johnsonella	0.00173686495875	0.00543773790103	0.0	0.000278164116829	0.0	0.00119502868069	0.00292740046838	0.00144248106744	0.000937207122774	0.0	0.000679347826087	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Other	0.440295267043	0.404023926047	0.200432198811	0.0175243393602	0.321205821206	0.34775334608	0.42681498829	0.369996393797	0.123242736645	0.00382555470543	0.0764266304348	0.352863726136
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Robinsoniella	0.0125922709509	0.00870038064165	0.00108049702863	0.000556328233658	0.00519750519751	0.00430210325048	0.00234192037471	0.00216372160115	0.000468603561387	0.0	0.000339673913043	0.000658327847268
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Other;Other	0.420321320017	0.404023926047	0.174500270124	0.0703755215577	0.251559251559	0.330783938815	0.312646370023	0.305084745763	0.13167760075	0.017597551645	0.0845788043478	0.268926925609
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Sporacetigenium	0.0	0.000543773790103	0.00432198811453	0.00751043115438	0.00259875259875	0.000478011472275	0.00175644028103	0.00721240533718	0.00656044985942	0.0849273144606	0.0112092391304	0.0148123765635
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus	0.0034737299175	0.00380641653072	0.00162074554295	0.0	0.000519750519751	0.0019120458891	0.00292740046838	0.00288496213487	0.0	0.0	0.0	0.00296247531271
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ethanoligenens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000329163923634
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter	0.00738167607469	0.0108754758021	0.000540248514317	0.000278164116829	0.004158004158	0.00597514340344	0.00995316159251	0.0133429498738	0.000937207122774	0.0	0.00169836956522	0.00625411454905
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Other	0.0334346504559	0.0233822729744	0.0113452188006	0.00139082058414	0.02079002079	0.024378585086	0.056206088993	0.0649116480346	0.0135895032802	0.0	0.00883152173913	0.0312705727452
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Papillibacter	0.000434216239687	0.0	0.0	0.0	0.0	0.0	0.000585480093677	0.00144248106744	0.000468603561387	0.0	0.0	0.000329163923634
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.000585480093677	0.0	0.000468603561387	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000360620266859	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Coprobacillus	0.00173686495875	0.00217509516041	0.00702323068612	0.0	0.00259875259875	0.00119502868069	0.0	0.00216372160115	0.00702905342081	0.0	0.00883152173913	0.00427913100724
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Holdemania	0.000434216239687	0.00271886895052	0.00756347920043	0.000278164116829	0.002079002079	0.000717017208413	0.00234192037471	0.00540930400288	0.0121836925961	0.0	0.00577445652174	0.00394996708361
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Other	0.0	0.0	0.000540248514317	0.0	0.0	0.000239005736138	0.000585480093677	0.0	0.00140581068416	0.0	0.000339673913043	0.000329163923634
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Turicibacter	0.000434216239687	0.000543773790103	0.00810372771475	0.00278164116829	0.00259875259875	0.000956022944551	0.016393442623	0.0277677605481	0.0243673851921	0.262433052793	0.122622282609	0.0582620144832
Bacteria;Firmicutes;Other;Other;Other;Other	0.00173686495875	0.00326264274062	0.0124257158293	0.00305980528512	0.010395010395	0.0136233269598	0.0134660421546	0.0104579877389	0.0131208997188	0.0294567712318	0.0397418478261	0.0121790651745
Bacteria;Other;Other;Other;Other;Other	0.0	0.00163132137031	0.000540248514317	0.0	0.00155925155925	0.00167304015296	0.00117096018735	0.00540930400288	0.00515463917526	0.000382555470543	0.00475543478261	0.0019749835418
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000382555470543	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Parasutterella	0.0	0.0	0.0	0.0	0.0	0.0	0.000585480093677	0.0	0.00515463917526	0.0026778882938	0.00169836956522	0.000987491770902
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Other	0.000434216239687	0.00108754758021	0.0248514316586	0.00500695410292	0.00259875259875	0.000717017208413	0.0	0.0	0.00187441424555	0.0	0.000339673913043	0.0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Akkermansia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000937207122774	0.00153022188217	0.000679347826087	0.000329163923634
